text,favorite_count,retweet_count,reply_count,quote_count,text_clean,text_processed,label,label_encoded
"@tempodotco Chef professional sekalipun tidak bisa berbuat apapun kalau bahan makanannya tidak baik. Jadi kalau mau diperbaiki, periksa dulu kelayakan dapurnya, fasilitas penyimpanan bahan makanan, lalu bagaimana pengadaan dan mutu bahan makanannya, barulah chef bisa mengolahnya jadi MBG.",0.0,0.0,0.0,0.0,chef professional sekalipun tidak bisa berbuat apapun kalau bahan makanannya tidak baik jadi kalau mau diperbaiki periksa dulu kelayakan dapurnya fasilitas penyimpanan bahan makanan lalu bagaimana pengadaan dan mutu bahan makanannya barulah chef bisa mengolahnya jadi mbg,chef professional berbuat apapun bahan makanannya diperbaiki periksa kelayakan dapurnya fasilitas penyimpanan bahan makanan pengadaan mutu bahan makanannya barulah chef mengolahnya mbg,positif,2
@tempodotco Masalah yang harus diperbaiki adalah tidak ada jaminan keamanan ketika mengkonsumsi MBG!,0.25,0.0,1.0,0.0,masalah yang harus diperbaiki adalah tidak ada jaminan keamanan ketika mengkonsumsi mbg,diperbaiki jaminan keamanan mengkonsumsi mbg,netral,1
"@Yorkeous @Hak2015iim @tempodotco elu yg ga paham jing, coba lu aja lah yang masak MBG sono",0.0,0.0,0.0,0.0,elu yg ga paham jing coba lu aja lah yang masak mbg sono,elu paham jing coba aja masak mbg sono,netral,1
"@comstelation mbg gue kmrn dikasih burger rakit sendiri, beef cuma selapis, selada tipis, susu 110 ml doang ama tahu kopong....",0.0,0.0,1.0,0.0,mbg gue kmrn dikasih burger rakit sendiri beef cuma selapis selada tipis susu ml doang ama tahu kopong,mbg gue kmrn dikasih burger rakit beef selapis selada tipis susu doang ama kopong,netral,1
"ngerti banget sih kenapa pemerintah ga niat buat ngeberhentiin ni program, soalnya duit yg dibakar buat dapur mbg aja udah gede banget sih. ya suruh siapa bikin program mbg 😭😭😭😭😭😭",0.0,0.0,0.0,0.0,ngerti banget sih kenapa pemerintah ga niat buat ngeberhentiin ni program soalnya duit yg dibakar buat dapur mbg aja udah gede banget sih ya suruh siapa bikin program mbg,ngerti banget sih pemerintah niat ngeberhentiin program duit dibakar dapur mbg aja udah gede banget sih suruh bikin program mbg,netral,1
"Program MBG adalah bukti nyata kepedulian pemerintah terhadap masa depan anak bangsa.

Lewat program ini, pemerataan gizi bkn lagi sekadar janji, tp langkah nyata menuju keadilan sosial bagi seluruh anak Indonesia.

Pagii
Sabtu https://t.co/G2XXhdZZ31",1.0,0.0,1.0,0.0,program mbg adalah bukti nyata kepedulian pemerintah terhadap masa depan anak bangsa lewat program ini pemerataan gizi bkn lagi sekadar janji tp langkah nyata menuju keadilan sosial bagi seluruh anak indonesia pagii sabtu,program mbg bukti nyata kepedulian pemerintah anak bangsa program pemerataan gizi bkn janji langkah nyata keadilan sosial anak indonesia pagii sabtu,positif,2
@tekarok007 Jadi menurutmu mbg ini memang kacau? Wkwkwk.,0.0,0.0,0.0,0.0,jadi menurutmu mbg ini memang kacau wkwkwk,menurutmu mbg kacau wkwkwk,netral,1
@sofyandyn @geloraco Emang mereka dapat MBG? Seharusnya mereka prioritas pertama dan  utama dg  makanan hasil bumi mereka yg diolah dg lebih baik.. bukan anak kota yg rata2 makan dr rumah sdh baik..,0.0,0.0,1.0,0.0,emang mereka dapat mbg seharusnya mereka prioritas pertama dan utama dg makanan hasil bumi mereka yg diolah dg lebih baik bukan anak kota yg rata makan dr rumah sdh baik,emang mbg prioritas utama makanan hasil bumi diolah anak kota makan rumah,positif,2
"Kantin Sekolah Terimbas Program MBG, Akademisi Usul Redesain https://t.co/P2VIShKgaC",0.25,0.0,0.0,0.0,kantin sekolah terimbas program mbg akademisi usul redesain,kantin sekolah terimbas program mbg akademisi usul redesain,netral,1
"mbg salah satu wujud nyata sila kelima, yaitu keadilan sosil bagi seluruh rakyat indonesia https://t.co/RsqMzCImL4",0.25,0.0,0.0,0.0,mbg salah satu wujud nyata sila kelima yaitu keadilan sosil bagi seluruh rakyat indonesia,mbg salah wujud nyata sila keadilan sosil rakyat indonesia,netral,1
Pemenuhan gizi yang optimal akan menjadi sebuah langkah penting bagi pertumbuhan anak dan akan berdampak pada masa depan bangsa dan ini jadi bukti jika MBG sangat di butuhkan https://t.co/TSo8am94lW,0.0,0.0,0.0,0.0,pemenuhan gizi yang optimal akan menjadi sebuah langkah penting bagi pertumbuhan anak dan akan berdampak pada masa depan bangsa dan ini jadi bukti jika mbg sangat di butuhkan,pemenuhan gizi optimal langkah pertumbuhan anak berdampak bangsa bukti mbg butuhkan,positif,2
@hobyscroll Contohnya makanan enak mbg ya hay? 😅,0.0,0.0,1.0,0.0,contohnya makanan enak mbg ya hay,contohnya makanan enak mbg hay,netral,1
@panggilsajaNan lu sendiri dapet mbg ga? kalo ga ngerasain scr lgsg programnya gausah bacot,0.0,0.0,0.0,0.0,lu sendiri dapet mbg ga kalo ga ngerasain scr lgsg programnya gausah bacot,dapet mbg kalo ngerasain scr lgsg programnya gausah bacot,netral,1
"Kenapa bisa terjadi? 
Karena ""Pasti"" berebut nyari keuntungan dari harga bahan makanan.

Tolong BGN lakukan rotasi berkala petugas SPPI di tiap SPPG.
Tegas tutup Yayasan, SPPG, jika berani sunat MBG.",0.5,0.0,1.0,0.0,kenapa bisa terjadi karena pasti berebut nyari keuntungan dari harga bahan makanan tolong bgn lakukan rotasi berkala petugas sppi di tiap sppg tegas tutup yayasan sppg jika berani sunat mbg,berebut nyari keuntungan harga bahan makanan tolong bgn lakukan rotasi berkala petugas sppi sppg tutup yayasan sppg berani sunat mbg,netral,1
"@chrispycrash @Hak2015iim @tempodotco btw pemerintah pusat kalo soal eval cepat tanggap bre, sekolah adek gua ada 1 kasus ulet, langsung dihentikan, setelah di eval mbg nya jadi better bgt. jgn cm bs nyalahin pemerintah, pekerja dapur kadang juga ada yg licik.",0.0,0.0,0.0,0.0,btw pemerintah pusat kalo soal eval cepat tanggap bre sekolah adek gua ada kasus ulet langsung dihentikan setelah di eval mbg nya jadi better bgt jgn cm bs nyalahin pemerintah pekerja dapur kadang juga ada yg licik,btw pemerintah pusat kalo eval cepat tanggap bre sekolah adek gua ulet langsung dihentikan eval mbg better bgt jgn nyalahin pemerintah pekerja dapur kadang licik,netral,1
"@MataNajwa Sepakat.
Sekalian dong tuntut pertanggungjawaban keracunan mbg.",0.0,0.0,0.0,0.0,sepakat sekalian dong tuntut pertanggungjawaban keracunan mbg,sepakat tuntut pertanggungjawaban keracunan mbg,netral,1
"MBG adalah program berkelanjutan bukan program sesaat, sehingga dibutuhkan kolaborasi dan sinergi dari semua pihak, di level atas memperkuat dengan kebijakan sedangkan di level bawah bertanggung jawab menjamin pengolahan &amp; distribusi MBG berjalan aman &amp; lancar. https://t.co/DIx01Mwb22",0.25,0.0,0.25,0.0,mbg adalah program berkelanjutan bukan program sesaat sehingga dibutuhkan kolaborasi dan sinergi dari semua pihak di level atas memperkuat dengan kebijakan sedangkan di level bawah bertanggung jawab menjamin pengolahan amp distribusi mbg berjalan aman amp lancar,mbg program berkelanjutan program dibutuhkan kolaborasi sinergi level memperkuat kebijakan level bertanggung menjamin pengolahan amp distribusi mbg berjalan aman amp lancar,netral,1
"Jadi gak ada visi/kepentingan individu, dengan begitu kualitas MBG bukan cuma asal matang saja, tetapi bisa menyamai kualitas makanan di restauran yang aman dikonsumsi penuh dengan kreasi dan variasi, seperti yang dilakukan oleh SPPG di Sukabumi - Jawa Barat. https://t.co/tyrt1p3p3i",0.0,0.0,0.25,0.0,jadi gak ada visikepentingan individu dengan begitu kualitas mbg bukan cuma asal matang saja tetapi bisa menyamai kualitas makanan di restauran yang aman dikonsumsi penuh dengan kreasi dan variasi seperti yang dilakukan oleh sppg di sukabumi jawa barat,gak visikepentingan individu kualitas mbg matang menyamai kualitas makanan restauran aman dikonsumsi penuh kreasi variasi sppg sukabumi jawa barat,netral,1
"@faizal_abidin @Hak2015iim @tempodotco ya lu liat lah rakyat yang dipekerjakan juga tingkahnya gimana, udah dikasih kerjaan buat proses MBG tapi malah seenaknya nyuci ompreng, masak juga seenaknya, pdhl programnya udah bagus. beda pendapat kok ngatain buzzer, blokkkkk",0.0,0.0,0.0,0.0,ya lu liat lah rakyat yang dipekerjakan juga tingkahnya gimana udah dikasih kerjaan buat proses mbg tapi malah seenaknya nyuci ompreng masak juga seenaknya pdhl programnya udah bagus beda pendapat kok ngatain buzzer blokkkkk,liat rakyat dipekerjakan tingkahnya gimana udah dikasih kerjaan proses mbg nyuci ompreng masak pdhl programnya udah bagus beda pendapat ngatain buzzer blokkkkk,positif,2
"Program MBG bukan saja menjadi tanggung jawab Pemerintah tetapi juga jadi tanggung jawab kita semua di level bawah, baik dari petugas SPPG, pemasok bahan makanan hingga penerima MBG, semuanya harus satu visi dan misi dengan Pemerintah.

https://t.co/fBAPp2IC8J",0.5,0.0,0.25,0.0,program mbg bukan saja menjadi tanggung jawab pemerintah tetapi juga jadi tanggung jawab kita semua di level bawah baik dari petugas sppg pemasok bahan makanan hingga penerima mbg semuanya harus satu visi dan misi dengan pemerintah,program mbg tanggung pemerintah tanggung level petugas sppg pemasok bahan makanan penerima mbg visi misi pemerintah,positif,2
"Program MBG jadi langkah penting cegah stunting dan tingkatkan kualitas SDM Indonesia, demi lahirnya Generasi Emas 2045 yang sehat dan cerdas. https://t.co/GcvNxrUEJJ",0.0,0.0,0.0,0.0,program mbg jadi langkah penting cegah stunting dan tingkatkan kualitas sdm indonesia demi lahirnya generasi emas yang sehat dan cerdas,program mbg langkah cegah stunting tingkatkan kualitas sdm indonesia lahirnya generasi emas sehat cerdas,positif,2
"Badan Gizi Nasional (BGN) mengungkap adanya praktik korupsi dalam program Makan Bergizi Gratis (MBG):

Laporan keuangan fiktif dan pasokan bahan baku berkualitas rendah digunakan sebagai modus. 

Sebagian oknum pengelola ditawari “selisih keuntungan” dari pemasok nakal hingga Rp https://t.co/CvHKT4oWkW",1.0,0.0,0.25,0.0,badan gizi nasional bgn mengungkap adanya praktik korupsi dalam program makan bergizi gratis mbg laporan keuangan fiktif dan pasokan bahan baku berkualitas rendah digunakan sebagai modus sebagian oknum pengelola ditawari selisih keuntungan dari pemasok nakal hingga rp,badan gizi nasional bgn mengungkap praktik korupsi program makan bergizi gratis mbg laporan keuangan fiktif pasokan bahan baku berkualitas rendah modus oknum pengelola ditawari selisih keuntungan pemasok nakal,positif,2
"@ARSIPAJA Kompak pernyataan dari pemimpin dan para pejabat pemerintah, ternyata prosentase kerusakan, keracunan MBG yg dijadikan sbg indikator kegagalan dan kesemrawutan pelaksanaan kebijakan program pemerintah.",0.0,0.0,0.0,0.0,kompak pernyataan dari pemimpin dan para pejabat pemerintah ternyata prosentase kerusakan keracunan mbg yg dijadikan sbg indikator kegagalan dan kesemrawutan pelaksanaan kebijakan program pemerintah,kompak pernyataan pemimpin pejabat pemerintah prosentase kerusakan keracunan mbg dijadikan sbg indikator kegagalan kesemrawutan pelaksanaan kebijakan program pemerintah,negatif,0
@Korea_K3BBQ MBG bantu penuhi Gizi Indonesia.,0.0,0.0,0.0,0.0,mbg bantu penuhi gizi indonesia,mbg bantu penuhi gizi indonesia,positif,2
"Pakan ternak pakan ternak. Daging ayam noh udah +50k, telor +30k, lu mau rakyat kagak bisa akses protein hewani hah? Kocak. Mbg kocak. Pemerintah kocak.",0.0,0.0,0.0,0.0,pakan ternak pakan ternak daging ayam noh udah k telor k lu mau rakyat kagak bisa akses protein hewani hah kocak mbg kocak pemerintah kocak,pakan ternak pakan ternak daging ayam noh udah telor rakyat kagak akses protein hewani hah kocak mbg kocak pemerintah kocak,netral,1
Jangan sampe diolah jd MBG,0.0,0.0,0.0,0.0,jangan sampe diolah jd mbg,sampe diolah mbg,netral,1
"Kasian anggaran pemda jadi harus ngurursin kesalahan program mbg yg ga bener 😭😭

Kita-kita juga yg kena 😭😭",0.0,0.0,0.0,0.0,kasian anggaran pemda jadi harus ngurursin kesalahan program mbg yg ga bener kitakita juga yg kena,kasian anggaran pemda ngurursin kesalahan program mbg bener kitakita kena,netral,1
"@barcastuff_idn Optimistis, yang penting sebelum match kasih pemain irak MBG",0.0,0.0,0.0,0.0,optimistis yang penting sebelum match kasih pemain irak mbg,optimistis match kasih pemain irak mbg,netral,1
"Salah satu point dari Perpres tentang Tata Kelola Pelaksanaan MBG adalah pengelolaan yang profesional dan mematuhi kaidah dari BGN agar pelaksanaan MBG semakin baik dan memberikan manfaat yang optimal bagi semua pihak, siswa dan para orang tua yang terlibat di belakangnya https://t.co/EFkBvQfE0R",0.25,0.0,0.0,0.0,salah satu point dari perpres tentang tata kelola pelaksanaan mbg adalah pengelolaan yang profesional dan mematuhi kaidah dari bgn agar pelaksanaan mbg semakin baik dan memberikan manfaat yang optimal bagi semua pihak siswa dan para orang tua yang terlibat di belakangnya,salah point perpres tata kelola pelaksanaan mbg pengelolaan profesional mematuhi kaidah bgn pelaksanaan mbg manfaat optimal siswa orang tua terlibat belakangnya,positif,2
@captsjell itu mbg yh capt? mabok bergizi gratis😭,0.0,0.0,0.0,0.0,itu mbg yh capt mabok bergizi gratis,mbg capt mabok bergizi gratis,positif,2
"Siswa SD Negeri Dukuh, Desa Banyu Tajun, Kecamatan Tanjung, Kabupaten Tabalong, Kalimantan Selatan, mengaku belum menerima Program Makan Bergizi Gratis (MBG) yang dilaksanakan oleh pemerintah pusat.

&gt; “Belum ada pemberitahuan terkait MBG
@prabowo https://t.co/wcJPgW8xZu",0.25,0.0,0.0,0.0,siswa sd negeri dukuh desa banyu tajun kecamatan tanjung kabupaten tabalong kalimantan selatan mengaku belum menerima program makan bergizi gratis mbg yang dilaksanakan oleh pemerintah pusat gt belum ada pemberitahuan terkait mbg,siswa negeri dukuh desa banyu tajun kecamatan tanjung kabupaten tabalong kalimantan selatan mengaku menerima program makan bergizi gratis mbg dilaksanakan pemerintah pusat pemberitahuan terkait mbg,positif,2
@nrlnurul45 @HalomoanHa91790 @tempodotco Kata siapa Dungu✅ Banyak buzzer juga dapat proyek dapur MBG✅Makanya loe tetap Bodoh.✅,0.0,0.0,0.0,0.0,kata siapa dungu banyak buzzer juga dapat proyek dapur mbgmakanya loe tetap bodoh,dungu buzzer proyek dapur mbgmakanya loe bodoh,netral,1
@luccasmorea @zanatul_91 semoga keluarga lo keracunan mbg,0.25,0.0,0.0,0.0,semoga keluarga lo keracunan mbg,semoga keluarga keracunan mbg,netral,1
@tempodotco Jangan salahkan Donald Trump dalam soal ini. Jangan sampai digunakan untuk MBG walaupun ada Menteri yg bilang udang yg  mengandung radio aktif boleh dikonsumsi !,0.0,0.0,0.0,0.0,jangan salahkan donald trump dalam soal ini jangan sampai digunakan untuk mbg walaupun ada menteri yg bilang udang yg mengandung radio aktif boleh dikonsumsi,salahkan donald trump mbg menteri bilang udang mengandung radio aktif dikonsumsi,netral,1
"@bakwanlover @HalomoanHa91790 @tempodotco Relawan mulai dari driver, tim racik itu dibayar 100rb per orang per hari. Total ada 20hr kerja.
Sewa bangunan itu 55jt setahun...belum rehab. Untuk dijadikan home base MBG.",0.5,0.0,0.0,0.0,relawan mulai dari driver tim racik itu dibayar rb per orang per hari total ada hr kerja sewa bangunan itu jt setahunbelum rehab untuk dijadikan home base mbg,relawan driver tim racik dibayar orang total kerja sewa bangunan setahunbelum rehab dijadikan home base mbg,netral,1
@kareynori Lempari waiji pakai mbg,0.25,0.0,0.0,0.0,lempari waiji pakai mbg,lempari waiji pakai mbg,netral,1
"MBG memberi informasi bahwa banyak anak orang tuanya kelewat miskin, dari rumah tidak sarapan, mau makan MBG nangis dulu karena teringat adiknya di rumah kelaparan @grok 

Jangkauan Keadilan Sosial masih jauh dari Ideologi Pancasila

80 tahun sudah Merdeka

Punya 8 Presiden",0.25,0.0,0.25,0.0,mbg memberi informasi bahwa banyak anak orang tuanya kelewat miskin dari rumah tidak sarapan mau makan mbg nangis dulu karena teringat adiknya di rumah kelaparan jangkauan keadilan sosial masih jauh dari ideologi pancasila tahun sudah merdeka punya presiden,mbg informasi anak orang tuanya kelewat miskin rumah sarapan makan mbg nangis adiknya rumah kelaparan jangkauan keadilan sosial ideologi pancasila merdeka presiden,negatif,0
kan kata gue MBG itu MBadog Geden (meski ga gede),0.0,0.0,0.0,0.0,kan kata gue mbg itu mbadog geden meski ga gede,gue mbg mbadog geden gede,netral,1
"Keracunan MBG di Banjar Kalsel Capai 130 Siswa, 10 Kategori Berat https://t.co/MyGWFIpqQW",0.0,0.0,0.0,0.0,keracunan mbg di banjar kalsel capai siswa kategori berat,keracunan mbg banjar kalsel capai siswa kategori berat,netral,1
"Banyak banget buzzernya, pasti orang-orang yg ngira MBG beracun disabotase pendukung Selain genap

Padahal, emg planing pemerintah pusat aja yg bloon",0.0,0.0,0.0,0.0,banyak banget buzzernya pasti orangorang yg ngira mbg beracun disabotase pendukung selain genap padahal emg planing pemerintah pusat aja yg bloon,banget buzzernya orangorang ngira mbg beracun disabotase pendukung genap emg planing pemerintah pusat aja bloon,positif,2
"@kompascom Yakin gua kalau diaudit
Di dalam MBG ada kerajaan atau kolega bisnisnya",0.0,0.0,0.0,0.0,yakin gua kalau diaudit di dalam mbg ada kerajaan atau kolega bisnisnya,gua diaudit mbg kerajaan kolega bisnisnya,netral,1
@utdfocusid atau Iraq sama Saudi dikasih MBG,0.0,0.0,0.0,0.0,atau iraq sama saudi dikasih mbg,iraq saudi dikasih mbg,netral,1
Penuhi Kebutuhan Nutrisi Mereka. Anak-anak Kalteng berhak mendapatkan yang terbaik. MBG memastikan kualitas yang membuat mereka tumbuh sehat dan aktif setiap hari. #MBGBarigas #MBGBikinSehat https://t.co/GvcW9utm4Z,0.0,0.0,0.0,0.0,penuhi kebutuhan nutrisi mereka anakanak kalteng berhak mendapatkan yang terbaik mbg memastikan kualitas yang membuat mereka tumbuh sehat dan aktif setiap hari mbgbarigas mbgbikinsehat,penuhi kebutuhan nutrisi anakanak kalteng berhak terbaik mbg kualitas tumbuh sehat aktif mbgbarigas mbgbikinsehat,positif,2
"Kualitas Terjaga, Hati Tenang. Memberikan gizi yang aman adalah prioritas utama. Dengan MBG, orang tua di Kalteng bisa tenang melihat anak-anak tumbuh ceria. #MBGBarigas #MBGBikinSehat https://t.co/bkau5i9Jyf",0.0,0.0,0.0,0.0,kualitas terjaga hati tenang memberikan gizi yang aman adalah prioritas utama dengan mbg orang tua di kalteng bisa tenang melihat anakanak tumbuh ceria mbgbarigas mbgbikinsehat,kualitas terjaga hati tenang gizi aman prioritas utama mbg orang tua kalteng tenang anakanak tumbuh ceria mbgbarigas mbgbikinsehat,positif,2
"@yusuf_dumdum Etanol pun jk ganggu kinerja kendaraan bermotor yg dipakai rakyat buat dagang, ujung2nya malah gak lancar dagangnya. Gak guna triliunan dana diglontorin ke bank buat gerakin perekonomian rakyat, lalu yg ada dana itu cuma nguntungin seputar operator MBG.",0.0,0.0,0.0,0.0,etanol pun jk ganggu kinerja kendaraan bermotor yg dipakai rakyat buat dagang ujungnya malah gak lancar dagangnya gak guna triliunan dana diglontorin ke bank buat gerakin perekonomian rakyat lalu yg ada dana itu cuma nguntungin seputar operator mbg,etanol ganggu kinerja kendaraan bermotor dipakai rakyat dagang ujungnya gak lancar dagangnya gak triliunan dana diglontorin bank gerakin perekonomian rakyat dana nguntungin seputar operator mbg,netral,1
"Program MBG diperkuat di Manokwari, BGN Targetkan 16 Dapur Gizi https://t.co/UMhgWtu70i",0.0,0.0,0.0,0.0,program mbg diperkuat di manokwari bgn targetkan dapur gizi,program mbg diperkuat manokwari bgn targetkan dapur gizi,positif,2
"Program Makan Bergizi Gratis (MBG) bukan sekadar makanan di piring anak-anak, tapi wujud nyata pemerataan gizi di seluruh Indonesia. Dari Sabang sampai Merauke, setiap anak berhak tumbuh sehat, cerdas, dan kuat tanpa terkecuali. https://t.co/gYif80lZew",0.25,0.0,0.0,0.0,program makan bergizi gratis mbg bukan sekadar makanan di piring anakanak tapi wujud nyata pemerataan gizi di seluruh indonesia dari sabang sampai merauke setiap anak berhak tumbuh sehat cerdas dan kuat tanpa terkecuali,program makan bergizi gratis mbg makanan piring anakanak wujud nyata pemerataan gizi indonesia sabang merauke anak berhak tumbuh sehat cerdas kuat terkecuali,positif,2
@AryaDwipg @Ary_PrasKe2 Pantesan MBG banyak yg Keracunan,0.25,0.0,0.0,0.0,pantesan mbg banyak yg keracunan,pantesan mbg keracunan,netral,1
"Sebaiknya hapus MBG dan gratiskan BPJS, turunkan harga listrik dan BBM lalu selanjutnya kurangi pejabat dan turunkan PPN saja",0.0,0.0,1.0,0.0,sebaiknya hapus mbg dan gratiskan bpjs turunkan harga listrik dan bbm lalu selanjutnya kurangi pejabat dan turunkan ppn saja,hapus mbg gratiskan bpjs turunkan harga listrik bbm kurangi pejabat turunkan ppn,positif,2
"Dunia bergejolak, Indonesia masih sibuk sama mbg
Kayak gini memang kalo negara di pimpin orang orang tolol",0.0,0.0,0.0,0.0,dunia bergejolak indonesia masih sibuk sama mbg kayak gini memang kalo negara di pimpin orang orang tolol,dunia bergejolak indonesia sibuk mbg kayak gini kalo negara pimpin orang orang tolol,netral,1
@CH1FUYU90 nanti ksih ak MBG yh. wow terima kasih.... tp masalah rebut sanemi hrus nomor 1,0.25,0.0,0.0,0.0,nanti ksih ak mbg yh wow terima kasih tp masalah rebut sanemi hrus nomor,ksih mbg wow terima kasih rebut sanemi hrus nomor,negatif,0
@siaaantah @Hmbmmbhsm @BasiruYusr28160 @telescopqe Kagak guna mbg😂😂Persetan dengan makan beracun gratis 😂😂 menghabisin anggaran saja... program kagak tepat sasaran. 😂😂Makanya Rakyat wajib bodoh seperti loe.... kampanye mbg ternyata pake apbn 😂😂😂😂,0.25,0.0,1.0,0.0,kagak guna mbgpersetan dengan makan beracun gratis menghabisin anggaran saja program kagak tepat sasaran makanya rakyat wajib bodoh seperti loe kampanye mbg ternyata pake apbn,kagak mbgpersetan makan beracun gratis menghabisin anggaran program kagak sasaran rakyat wajib bodoh loe kampanye mbg pake apbn,netral,1
"@saiful_mujani 200T tarik dana mengendap utk ke bank Himbara tujuannya kan buat circle 02 utk vendor MBG &amp; Kop Merah Putih JD bukan utk mendongkrak Daya Beli Masyarakat dmn Daya Beli Masyarakat awal bln Oktober makin Horor, JD Prabowo kmrn ksulitan Dana pas Menkeu SM https://t.co/BUwHqgKqP3",0.0,0.0,0.0,0.0,t tarik dana mengendap utk ke bank himbara tujuannya kan buat circle utk vendor mbg amp kop merah putih jd bukan utk mendongkrak daya beli masyarakat dmn daya beli masyarakat awal bln oktober makin horor jd prabowo kmrn ksulitan dana pas menkeu sm,tarik dana mengendap bank himbara tujuannya circle vendor mbg amp kop merah putih mendongkrak daya beli masyarakat dmn daya beli masyarakat bln oktober horor prabowo kmrn ksulitan dana pas menkeu,netral,1
@tempodotco Buat lauk MBG saja... 😅😅😅,0.0,0.0,0.0,0.0,buat lauk mbg saja,lauk mbg,netral,1
"@BBCIndonesia hoo, Pak Prabowo ternyata punya tujuan tersembunyi yang out of the box sekali ternyata dari MBG ini, untuk menyadarkan masyarakat jangan hanya mengharapkan bantuan dari pemerintah, tapi harus jadi independen sendiri @kemgelapan",0.0,0.0,0.0,0.0,hoo pak prabowo ternyata punya tujuan tersembunyi yang out of the box sekali ternyata dari mbg ini untuk menyadarkan masyarakat jangan hanya mengharapkan bantuan dari pemerintah tapi harus jadi independen sendiri,hoo prabowo tujuan tersembunyi out the box mbg menyadarkan masyarakat mengharapkan bantuan pemerintah independen,netral,1
"@CNNIndonesia Proyek MBG, pengusaha dan pejabat yang mendapat untung, anak-anak yang keracunan",0.0,0.0,0.0,0.0,proyek mbg pengusaha dan pejabat yang mendapat untung anakanak yang keracunan,proyek mbg pengusaha pejabat untung anakanak keracunan,netral,1
"@CNNIndonesia @Anita65219720 Stop MBG, yang hanya menjadi wadah untuk meracuni rakyat oleh para komunis",0.0,0.0,0.25,0.0,stop mbg yang hanya menjadi wadah untuk meracuni rakyat oleh para komunis,stop mbg wadah meracuni rakyat komunis,netral,1
"@Malangraya_info @setkabgoid
@KemenkesRI
@BPOM_RI
Badan Gizi Nasional BGN Pastikan pengawasan ketat Dapur MBG diseluruh daerah dan cek makanan setelah tiba disekolah &amp; sebelum dimakan siswa 

Cc
Presiden @prabowo
Wakil Presiden @gibran_tweet",0.75,0.0,0.0,0.0,badan gizi nasional bgn pastikan pengawasan ketat dapur mbg diseluruh daerah dan cek makanan setelah tiba disekolah amp sebelum dimakan siswa cc presiden wakil presiden,badan gizi nasional bgn pastikan pengawasan ketat dapur mbg diseluruh daerah cek makanan disekolah amp dimakan siswa presiden wakil presiden,positif,2
"Respon Herman Deru Banyak Siswa di Sumsel Diduga Keracunan MBG, Sistem Pengelolaan Dapur Disorot
 
https://t.co/mVGLwYUhyi lewat @tribunnews",0.0,0.0,0.0,0.0,respon herman deru banyak siswa di sumsel diduga keracunan mbg sistem pengelolaan dapur disorot lewat,respon herman deru siswa sumsel diduga keracunan mbg sistem pengelolaan dapur disorot,netral,1
"Karna gw benci mbg, gue pilih nomer 2",0.0,0.0,0.0,0.0,karna gw benci mbg gue pilih nomer,karna benci mbg gue pilih nomer,netral,1
@essarikacangijo @worksfess knp kakk alasan dia keluar? dann dia ambil bagian apa di mbg nyaa,0.0,0.0,0.25,0.0,knp kakk alasan dia keluar dann dia ambil bagian apa di mbg nyaa,knp kakk alasan dann ambil mbg nyaa,netral,1
@ini_jungkook @worksfess kakak ambil bagian apa di mbg?,0.0,0.0,0.25,0.0,kakak ambil bagian apa di mbg,kakak ambil mbg,netral,1
sedih gx kbagian mbg soalny d skolah langganan bli emi sblm brgkt inten ggra ak dl brokie wang jajan 500ribu udh ama bengsin🧍‍♀️untung skrg yg mngasi duit adlh bpkku jd bliau bike skli,0.0,0.0,0.0,0.0,sedih gx kbagian mbg soalny d skolah langganan bli emi sblm brgkt inten ggra ak dl brokie wang jajan ribu udh ama bengsinuntung skrg yg mngasi duit adlh bpkku jd bliau bike skli,sedih kbagian mbg soalny skolah langganan bli emi sblm brgkt inten ggra brokie wang jajan ribu udh ama bengsinuntung skrg mngasi duit adlh bpkku bliau bike skli,netral,1
"@DakotaGeorgy @Kimberley_PS08 gurunya anakku jg sama🙏😁

cmn beda level hoaxnya, mrk jmn pilpres dulu jd anak wabah, vuat hoax bhw gk akan ada MBG😁

eeh sdh 2 bulan ni MBG masuk ke sekolahnya, jd malu dia..😁",0.25,0.0,0.0,0.0,gurunya anakku jg sama cmn beda level hoaxnya mrk jmn pilpres dulu jd anak wabah vuat hoax bhw gk akan ada mbg eeh sdh bulan ni mbg masuk ke sekolahnya jd malu dia,gurunya anakku cmn beda level hoaxnya mrk jmn pilpres anak wabah vuat hoax bhw mbg eeh mbg masuk sekolahnya malu,netral,1
"@arum_melasari @are_inismyname @Kimberley_PS08 @BANGSAygSUJUD @xquitavee pasti ni guru aslinya dr gol. anak Gabah, gk heran sih, krn di Jatim jg bny yg kyk gini, gurunya anak2 jg ada yg anti MBG😁",0.25,0.0,0.0,0.0,pasti ni guru aslinya dr gol anak gabah gk heran sih krn di jatim jg bny yg kyk gini gurunya anak jg ada yg anti mbg,guru aslinya gol anak gabah heran sih jatim bny kyk gini gurunya anak anti mbg,netral,1
@worksfess di mbg tempat gw dapet info 2 minggu sekali bayaran nya,0.0,0.0,0.0,0.0,di mbg tempat gw dapet info minggu sekali bayaran nya,mbg dapet info minggu bayaran,netral,1
"@laronkecill @worksfess kak kalo mbg di tempat ku 8 jam sehari. cuman ya gitu ada yg shift dini hari, siang terus malem",0.0,0.0,0.25,0.0,kak kalo mbg di tempat ku jam sehari cuman ya gitu ada yg shift dini hari siang terus malem,kak kalo mbg jam sehari cuman gitu shift siang malem,netral,1
